address,city,country,keys,latitude,longitude,name,postalcode,province
28069 Highway 28,Hazlehurst,US,us/al/hazlehurst/28069highway28/-1161002137,31.87543,-90.40305,MCDONALDS,39083,AL
8011 Old Carriage Ct,Shakopee,US,us/mn/shakopee/8011oldcarriagect/-477036959,44.775983,-93.41712,WHITE CASTLE,55379,MN
809 S Main St,Eaton Rapids,US,us/mi/eatonrapids/809smainst/-2061630068,42.504752,-84.656293,BURGER KING,48827,MI
800 Glynn St S,Fayetteville,US,us/ga/fayetteville/800glynnsts/-791445730,33.4336,-84.4563,WENDYS,30214,GA
1951 Lander Ave,Turlock,US,us/ca/turlock/1951landerave/-230519289,37.475315,-120.84953,JACK IN THE BOX,95380,CA
1284 Memorial Dr,Chicopee,US,us/ma/chicopee/1284memorialdr/-2061630068,42.1927,-72.5763,BURGER KING,1020,MA
1970 College Blvd,Oceanside,US,us/ca/oceanside/1970collegeblvd/1550891556,33.209007,-117.284329,DEL TACO,92056,CA
1731 W Morton St,Denison,US,us/tx/denison/1731wmortonst/-1055723171,33.760315,-96.56034,DOMINOS PIZZA,75020,TX
1429 Fulton Rd,Santa Rosa,US,us/ca/santarosa/1429fultonrd/-864103396,38.45467,-122.770009,TACO BELL,95403,CA
583 Lancaster Dr NE,Salem,US,us/or/salem/583lancasterdrne/1550891556,44.9377,-122.9836,DEL TACO,97301,OR
18 S Main St,Kaysville,US,us/ut/kaysville/18smainst/-1055723171,41.0346,-111.939,DOMINOS PIZZA,84037,UT
235 Meadowlands Blvd,Washington,US,us/pa/washington/235meadowlandsblvd/-1161002137,40.225303,-80.210693,MCDONALDS,15301,PA
446 N Main St,Logan,US,us/ut/logan/446nmainst/-891525969,41.73994,-111.83435,SUBWAY,84321,UT
279 E 149th St,Bronx,US,us/ny/bronx/279e149thst/-1161002137,40.817316,-73.922506,MCDONALDS,10451,NY
100 W Jefferson St,Quincy,US,us/fl/quincy/100wjeffersonst/696490760,30.588171,-84.578139,HARDEES,32351,FL
2410 Highway 6,Sugar Land,US,us/tx/sugarland/2410highway6/-230200247,29.596433,-95.6177,BOSTON MARKET,77478,TX
907 S 5th St,Hartsville,US,us/sc/hartsville/907s5thst/-864103396,34.36107,-80.06728,TACO BELL,29550,SC
4410 Baldwin Rd,Auburn Hills,US,us/mi/auburnhills/4410baldwinrd/-864103396,42.70960882,-83.30655301,TACO BELL,48326,MI
319 Beacon St,Laurel,US,us/al/laurel/319beaconst/-2061630068,31.688407,-89.135363,BURGER KING,39440,AL
2049 Easton St,North Canton,US,us/oh/northcanton/2049eastonst/-1947870258,40.8755556,-81.36630856,JIMMY JOHNS,44720,OH
4349 211th St,Matteson,US,us/il/matteson/4349211thst/106088,41.5062,-87.721083,KFC,60443,IL
1008 NE Main St,Simpsonville,US,us/sc/simpsonville/1008nemainst/696490760,34.756077,-82.2685,HARDEES,29681,SC
1522 E Greenville St,Anderson,US,us/sc/anderson/1522egreenvillest/1780593795,34.52693,-82.63616,SONIC DRIVE-IN,29621,SC
55 S Vandemark Rd,Sidney,US,us/oh/sidney/55svandemarkrd/106088,40.28677,-84.1883,KFC,45365,OH
7734 Wise Ave,Dundalk,US,us/md/dundalk/7734wiseave/-1161002137,39.26914,-76.50042,MCDONALDS,21222,MD
1133 N 9th St,Stroudsburg,US,us/pa/stroudsburg/1133n9thst/-791445730,40.98821,-75.22045,WENDYS,18360,PA
2870 3rd Ave,Bronx,US,us/ny/bronx/28703rdave/-1161002137,40.816434,-73.916967,MCDONALDS,10455,NY
1400 12th Ave SW,Spencer,US,us/ia/spencer/140012thavesw/-1009719089,43.12322,-95.16158,TACO JOHNS,51301,IA
8100 E Market St,Warren,US,us/oh/warren/8100emarketst/-2061630068,41.238462,-80.745419,BURGER KING,44484,OH
1998 Dave Lyle Blvd,Rock Hill,US,us/sc/rockhill/1998davelyleblvd/-1161002137,34.94042,-80.9773,MCDONALDS,29730,SC
15021 Pacific Ave S,Tacoma,US,us/wa/tacoma/15021pacificaves/93075755,47.1206186,-122.4343539,ARBYS,98444,WA
3318 Kirkwood Hwy,Wilmington,US,us/de/wilmington/3318kirkwoodhwy/-1161002137,39.73644,-75.62845,MCDONALDS,19808,DE
3421 Center St,Deer Park,US,us/tx/deerpark/3421centerst/-864103396,29.680213,-95.123067,TACO BELL,77536,TX
2411 Osprey Way,Frederick,US,us/md/frederick/2411ospreyway/-1161002137,39.44694,-77.39514,MCDONALDS,21701,MD
7070 W Overland Rd,Boise,US,us/id/boise/7070woverlandrd/-864103396,43.59047,-116.26956,TACO BELL,83709,ID
207 E 35th St,Chicago,US,us/il/chicago/207e35thst/-1161002137,41.830828,-87.621174,MCDONALDS,60616,IL
4328 Route 130,Willingboro,US,us/nj/willingboro/4328route130/-1103173748,40.04852364,-74.89975333,POPEYES CHICKEN,8046,NJ
7885 Wedgewood Ln,Osseo,US,us/mn/osseo/7885wedgewoodln/93075755,45.0977,-93.447752,ARBYS,55369,MN
8510 Bowman Dr,Lincoln,US,us/ne/lincoln/8510bowmandr/-1721138121,40.736961,96.604056,DAIRY QUEEN,68526,NE
3214 E Indian School Rd,Phoenix,US,us/az/phoenix/3214eindianschoolrd/-1161002137,33.495665,-112.012269,MCDONALDS,85018,AZ
40950 Merchants Ln,Leonardtown,US,us/md/leonardtown/40950merchantsln/-1161002137,38.305613,-76.660073,MCDONALDS,20650,MD
460 N Military Hwy,Norfolk,US,us/va/norfolk/460nmilitaryhwy/93075755,36.84806,-76.20945,ARBYS,23502,VA
125 Welltown Rd,Winchester,US,us/va/winchester/125welltownrd/-864103396,39.216671,-78.142062,TACO BELL,22603,VA
1805 NW Highway 20,Toledo,US,us/or/toledo/1805nwhighway20/-1721138121,44.6305,-123.9291,DAIRY QUEEN,97391,OR
1726 W North Temple,Salt Lake City,US,us/ut/saltlakecity/1726wnorthtemple/554191587,40.77197,-111.94057,CARLS JR,84116,UT
6375 Brockport-Spencerport Rd,Brockport,US,us/ny/brockport/6375brockportspencerportrd/-2061630068,43.19798005,-77.93710741,BURGER KING,14420,NY
1101 Dawson Rd,Albany,US,us/ga/albany/1101dawsonrd/-791445730,31.58143,-84.17621,WENDYS,31707,GA
1300 N Main St,Summerville,US,us/sc/summerville/1300nmainst/-2061630068,33.036406,-80.157911,BURGER KING,29483,SC
1111 N 9th St,Springfield,US,us/il/springfield/1111n9thst/106088,39.814255,-89.64328,KFC,62702,IL
4074 N Mall Ave,Fayetteville,US,us/ar/fayetteville/4074nmallave/1305117222,36.123631,-94.149796,STEAK N SHAKE,72703,AR
2021 Rainier Ave S,Seattle,US,us/wa/seattle/2021rainieraves/-2061630068,47.58516,-122.30381,BURGER KING,98144,WA
6220 East Fwy,Houston,US,us/tx/houston/6220eastfwy/-2061630068,29.773526,-95.307955,BURGER KING,77020,TX
1016 Mineral Wells Rd,Paris,US,us/tn/paris/1016mineralwellsrd/-2061630068,36.28917827,-88.31413391,BURGER KING,38242,TN
101 S Penninger Rd,Central Point,US,us/or/centralpoint/101spenningerrd/-2061630068,42.3778531,-122.9000353,BURGER KING,97502,OR
526 Highway 71 N,Alma,US,us/ar/alma/526highway71n/-891525969,35.49184,-94.22552,SUBWAY,72921,AR
676 Duluth Hwy,Lawrenceville,US,us/ga/lawrenceville/676duluthhwy/-791445730,33.9661,-84.010765,WENDYS,30046,GA
2760 Brentwood Dr,Columbus,US,us/in/columbus/2760brentwooddr/106088,39.228127,-85.89548,KFC,47203,IN
1260 High St,Jackson,US,us/al/jackson/1260highst/93075755,32.30364,-90.17022,ARBYS,39202,AL
1411 E 2nd St,Jamestown,US,us/ny/jamestown/1411e2ndst/-1161002137,42.113481,-79.208555,MCDONALDS,14701,NY
3115 Center Rd,Brunswick,US,us/oh/brunswick/3115centerrd/-1161002137,41.238322,-81.802743,MCDONALDS,44212,OH
1711 W Floyd Baker Blvd,Gaffney,US,us/sc/gaffney/1711wfloydbakerblvd/-891525969,35.09395,-81.66577,SUBWAY,29341,SC
6375 Sheridan Blvd,Arvada,US,us/co/arvada/6375sheridanblvd/1780593795,39.811777,-105.053975,SONIC DRIVE-IN,80003,CO
2651 24th Ave S,Grand Forks,US,us/nd/grandforks/265124thaves/-1009719089,47.89636,-97.06484,TACO JOHNS,58201,ND
4464 Shiloh Rd,Valdosta,US,us/ga/valdosta/4464shilohrd/-2061630068,30.89543317,-83.35862316,BURGER KING,31602,GA
468 S Columbia Ave,Rincon,US,us/ga/rincon/468scolumbiaave/-442344130,32.27259,-81.22694,KRYSTAL,31326,GA
4786 Jimmy Lee Smith Pkwy,Hiram,US,us/ga/hiram/4786jimmyleesmithpkwy/-791445730,33.889286,-84.74985,WENDYS,30141,GA
1075 S Willow Ave,Cookeville,US,us/tn/cookeville/1075swillowave/1796388168,36.13943988,-85.52808821,HARDEES / RED BURRITO,38501,TN
451 Highway 52 Byp W,Lafayette,US,us/tn/lafayette/451highway52bypw/106088,36.5221,-86.0385,KFC,37083,TN
5076 W 92nd Ave,Westminster,US,us/co/westminster/5076w92ndave/-891525969,39.863471,-105.052158,SUBWAY,80031,CO
6085 S NC 16 Highway,Denver,US,us/nc/denver/6085snc16highway/-2061630068,35.55761541,-81.06380982,BURGER KING,28037,NC
3130 E Broadway Rd,Phoenix,US,us/az/phoenix/3130ebroadwayrd/-1161002137,33.407506,-112.013806,MCDONALDS,85040,AZ
1087 Ross Clark Cir,Dothan,US,us/al/dothan/1087rossclarkcir/-864103396,31.21677,-85.36019,TACO BELL,36303,AL
1644 E 55th St,Chicago,US,us/il/chicago/1644e55thst/-891525969,41.795225,-87.585157,SUBWAY,60615,IL
30807 Woodward Ave,Royal Oak,US,us/mi/royaloak/30807woodwardave/-1161002137,42.5157,-83.1849,MCDONALDS,48073,MI
3451 32nd Ave S,Grand Forks,US,us/nd/grandforks/345132ndaves/1121518186,47.889387,-97.07803,CULVERS,58201,ND
4948 University Blvd W,Jacksonville,US,us/fl/jacksonville/4948universityblvdw/-2061630068,30.26649,-81.61683,BURGER KING,32216,FL
1302 N 24th St,Clear Lake,US,us/ia/clearlake/1302n24thst/-791445730,43.147262,-93.359247,WENDYS,50428,IA
9607 E Independence Blvd,Matthews,US,us/nc/matthews/9607eindependenceblvd/-1161002137,35.1363,-80.7137,MCDONALDS,28105,NC
3971 Barker Cypress Rd,Houston,US,us/tx/houston/3971barkercypressrd/-1161002137,29.83045,-95.68535,MCDONALDS,77084,TX
1505 Brown Trl,Bedford,US,us/tx/bedford/1505browntrl/106088,32.8386,-97.1605,KFC,76022,TX
5109 International Dr,Orlando,US,us/fl/orlando/5109internationaldr/-864103396,28.47157,-81.45098,TACO BELL,32819,FL
355 N 800 W,Woods Cross,US,us/ut/woodscross/355n800w/93075755,40.88260445,-111.8975937,ARBYS,84087,UT
1 Center Plz,Boston,US,us/ma/boston/1centerplz/-2061630068,42.36065,-71.06082,BURGER KING,2108,MA
426 W Main St,Bellevue,US,us/oh/bellevue/426wmainst/-791445730,41.276055,-82.849387,WENDYS,44811,OH
721 Taunton Ave,East Providence,US,us/ri/eastprovidence/721tauntonave/-1161002137,41.82171017,-71.35276184,MCDONALDS,2914,RI
9245 S Broadway,Littleton,US,us/co/littleton/9245sbroadway/-891525969,39.54805,-104.99207,SUBWAY,80129,CO
1883 Atlantic Ave,Brooklyn,US,us/ny/brooklyn/1883atlanticave/-1161002137,40.677049,-73.922426,MCDONALDS,11233,NY
255 Triangle Ln,Jordan,US,us/mn/jordan/255triangleln/-2061630068,44.67047949,-93.638478,BURGER KING,55352,MN
27103 McBean Pkwy,Valencia,US,us/ca/valencia/27103mcbeanpkwy/-1161002137,34.4231,-118.56294,MCDONALDS,91355,CA
1100 Hamner Ave,Norco,US,us/ca/norco/1100hamnerave/554191587,33.898943,-117.562837,CARLS JR,92860,CA
3906 Portage Ave,South Bend,US,us/in/southbend/3906portageave/1780593795,41.72854,-86.28964,SONIC DRIVE-IN,46628,IN
12305 University Blvd,Orlando,US,us/fl/orlando/12305universityblvd/-1161002137,28.59996,-81.208177,MCDONALDS,32817,FL
2213 Bessemer Rd,Birmingham,US,us/al/birmingham/2213bessemerrd/-891525969,33.495478,-86.878638,SUBWAY,35208,AL
58 Summer St,Boston,US,us/ma/boston/58summerst/-448666054,42.354416,-71.05866,FIVE GUYS,2110,MA
1040 Bedford Ave,Brooklyn,US,us/ny/brooklyn/1040bedfordave/106088,40.68944,-73.95512,KFC,11205,NY
1610 S Highway 29,Cantonment,US,us/fl/cantonment/1610shighway29/-1161002137,30.57881462,-87.29497981,MCDONALDS,32533,FL
4422 W Glendale Ave,Glendale,US,us/az/glendale/4422wglendaleave/-2061630068,33.53846,-112.154158,BURGER KING,85301,AZ
2281 Spider Dr,Kannapolis,US,us/nc/kannapolis/2281spiderdr/-864103396,35.465104,-80.590293,TACO BELL,28083,NC
3102 Ironclad Aly,Mount Pleasant,US,us/sc/mountpleasant/3102ironcladaly/-345832572,32.865666,-79.78413,CHICK-FIL-A,29466,SC
1 Yorktown Shopping Ctr,Lombard,US,us/il/lombard/1yorktownshoppingctr/-1161002137,41.842068,-88.01086,MCDONALDS,60148,IL
1264 N Litchfield Rd,Goodyear,US,us/az/goodyear/1264nlitchfieldrd/812528890,33.448357,-112.358337,BLIMPIE,85395,AZ
773 Smithtown Byp,Smithtown,US,us/ny/smithtown/773smithtownbyp/-864103396,40.851193,-73.1593084,TACO BELL,11787,NY
650 S Neosho Blvd,Neosho,US,us/mo/neosho/650sneoshoblvd/1780593795,36.86242,-94.38213,SONIC DRIVE-IN,64850,MO
444 Brickell Ave,Miami,US,us/fl/miami/444brickellave/-891525969,25.76914,-80.18998,SUBWAY,33131,FL
5450 Peachtree Industrial Blvd,Atlanta,US,us/ga/atlanta/5450peachtreeindustrialblvd/-345832572,33.898514,-84.302747,CHICK-FIL-A,30341,GA
3360 Glendale Ave,Toledo,US,us/oh/toledo/3360glendaleave/-791445730,41.612375,-83.622458,WENDYS,43614,OH
1003 W Patrick St,Frederick,US,us/md/frederick/1003wpatrickst/-2061630068,39.416894,-77.441565,BURGER KING,21702,MD
101b N Park PL,Stockbridge,US,us/ga/stockbridge/101bnparkpl/-1721138121,33.5083,-84.22905,DAIRY QUEEN,30281-6380,GA
3155 S Padre Island Dr,Corpus Christi,US,us/tx/corpuschristi/3155spadreislanddr/-230519289,27.72798851,-97.4137149,JACK IN THE BOX,78415,TX
6340 N Eldridge Pkwy,Houston,US,us/tx/houston/6340neldridgepkwy/-891525969,29.7122,-95.62413,SUBWAY,77041,TX
123 E Utah Blvd,Spearfish,US,us/sd/spearfish/123eutahblvd/-2061630068,44.50284566,-103.8599716,BURGER KING,57783,SD
8590 Baymeadows Rd,Jacksonville,US,us/fl/jacksonville/8590baymeadowsrd/-1161002137,30.22045486,-81.57970623,MCDONALDS,32256,FL
2291 Fort St,Wyandotte,US,us/mi/wyandotte/2291fortst/1536894814,42.21053,-83.18009,CHECKERS,48192,MI
3102 Southwest Dr,Jonesboro,US,us/ar/jonesboro/3102southwestdr/-791445730,35.806884,-90.721923,WENDYS,72404,AR
4707 Taylor Ave,Racine,US,us/wi/racine/4707taylorave/-1161002137,42.68788,-87.83632,MCDONALDS,53406,WI
1816 Tift Ave N,Tifton,US,us/ga/tifton/1816tiftaven/-1161002137,31.470858,-83.503074,MCDONALDS,31794,GA
5821 N 67th Ave,Glendale,US,us/az/glendale/5821n67thave/-1055723171,33.522842,-112.202556,DOMINOS PIZZA,85301,AZ
7240 Guilford Dr,Frederick,US,us/md/frederick/7240guilforddr/1780593795,39.39466383,-77.40996932,SONIC DRIVE-IN,21704,MD
8555 Preston Rd,Frisco,US,us/tx/frisco/8555prestonrd/-2061630068,33.14785555,-96.80506372,BURGER KING,75034,TX
290 County Ave,Secaucus,US,us/nj/secaucus/290countyave/659024989,40.7739921,-74.0631482,QUIZNOS,7094,NJ
4100 NW 27th Ave,Miami,US,us/fl/miami/4100nw27thave/-891525969,25.813198,-80.240677,SUBWAY,33142,FL
844 W Central Ave,Springboro,US,us/oh/springboro/844wcentralave/106088,39.56259,-84.26168,KFC,45066,OH
14106 W Lake Houston Pkwy,Houston,US,us/tx/houston/14106wlakehoustonpkwy/-1161002137,29.931086,-95.175905,MCDONALDS,77044,TX
14798 La Paz Dr,Victorville,US,us/ca/victorville/14798lapazdr/-791445730,34.519287,-117.315859,WENDYS,92395,CA
2170 Centreville Rd,Herndon,US,us/va/herndon/2170centrevillerd/-864103396,38.959045,-77.402182,TACO BELL,20170,VA
383 W Mariposa Rd,Nogales,US,us/az/nogales/383wmariposard/-230519289,31.3664,-110.9389,JACK IN THE BOX,85621,AZ
1901 Algonquin Rd,Rolling Meadows,US,us/il/rollingmeadows/1901algonquinrd/-2061630068,42.056861,-88.003116,BURGER KING,60008,IL
1445 Boyrum St,Iowa City,US,us/ia/iowacity/1445boyrumst/-2061630068,41.64515,-91.52796,BURGER KING,52240,IA
422 W Church St,Richfield,US,us/nc/richfield/422wchurchst/-864103396,35.47274,-80.2687,TACO BELL,28137,NC
4683 State Highway 121,The Colony,US,us/tx/colony/4683statehighway121/-230519289,33.06469,-96.89339,JACK IN THE BOX,75056,TX
3718 Towson Ave,Fort Smith,US,us/ar/fortsmith/3718towsonave/1780593795,35.34882,-94.42279,SONIC DRIVE-IN,72901,AR
6434 E Central Ave,Wichita,US,us/ks/wichita/6434ecentralave/-891525969,37.6946,-97.2607,SUBWAY,67206,KS
3900 Pelandale Ave,Modesto,US,us/ca/modesto/3900pelandaleave/-864103396,37.699606,-121.068392,TACO BELL,95356,CA
17217 SE McLoughlin Blvd,Portland,US,us/or/portland/17217semcloughlinblvd/-791445730,45.39822,-122.61888,WENDYS,97222,OR
104 Towne Centre Pkwy,Myrtle Beach,US,us/sc/myrtlebeach/104townecentrepkwy/-1161002137,33.76038,-78.85824,MCDONALDS,29579,SC
753 Pershing Rd,Decatur,US,us/il/decatur/753pershingrd/-864103396,39.87658124,-88.94794928,TACO BELL,62526,IL
101 N Kimball Ave,Southlake,US,us/tx/southlake/101nkimballave/106088,32.94118,-97.11565,KFC,76092,TX
2122 E 10th St,Indianapolis,US,us/in/indianapolis/2122e10thst/-2061630068,39.781607,-86.124477,BURGER KING,46201,IN
3819 South St,Nacogdoches,US,us/tx/nacogdoches/3819southst/-2061630068,31.57088,-94.6751,BURGER KING,75964,TX
854 Harbor Blvd,West Sacramento,US,us/ca/westsacramento/854harborblvd/711555057,38.5771569,-121.5492068,CARLS JR / GREEN BURRITO,95691,CA
231 N Dixie Hwy,Lake Worth,US,us/fl/lakeworth/231ndixiehwy/-2061630068,26.6188,-80.0573,BURGER KING,33460,FL
908 Loucks Rd,York,US,us/pa/york/908loucksrd/1516016543,39.97939,-76.75254,LONG JOHN SILVERS,17404,PA
203 King St,Northampton,US,us/ma/northampton/203kingst/-864103396,42.32848,-72.63297,TACO BELL,1060,MA
210 Town Center Dr,Dearborn,US,us/mi/dearborn/210towncenterdr/1125421896,42.32052252,-83.2240903,A&W ALL-AMERICAN FOOD,48126,MI
380 Baychester Ave,Bronx,US,us/ny/bronx/380baychesterave/-1103173748,40.8686,-73.8316,POPEYES CHICKEN,10475,NY
306 N Main St,Euless,US,us/tx/euless/306nmainst/-1103173748,32.8403,-97.0821,POPEYES CHICKEN,76039,TX
4350 24th Ave,Port Huron,US,us/mi/porthuron/435024thave/-2061630068,43.036373,-82.45378,BURGER KING,48060,MI
9211 Clairemont Mesa Blvd,San Diego,US,us/ca/sandiego/9211clairemontmesablvd/-1191797674,32.830866,-117.130631,PANDA EXPRESS,92123,CA
777 Diamond Ln,Northwood,US,us/ia/northwood/777diamondln/-2061630068,43.63637466,-95.31950441,BURGER KING,50459,IA
5303 Coldwater Rd,Fort Wayne,US,us/in/fortwayne/5303coldwaterrd/1305117222,41.127741,-85.135936,STEAK N SHAKE,46825,IN
1285 Madison Ave,Fort Atkinson,US,us/wi/fortatkinson/1285madisonave/-2061630068,42.93815,-88.85558,BURGER KING,53538,WI
2650 S 9th St,Salina,US,us/ks/salina/2650s9thst/-2061630068,38.79154,-97.61348,BURGER KING,67401,KS
5490 Beach Blvd,Mason,US,us/oh/mason/5490beachblvd/-791445730,39.35842,-84.26667,WENDYS,45040-2359,OH
2550 S U 80,Jackson,US,us/al/jackson/2550su80/606044194,32.29166671,-90.22954811,POPEYES CHICKEN,39204,AL
2370 S Val Vis,Gilbert,US,us/az/gilbert/2370svalvis/-2061630068,33.30736354,-111.7564746,BURGER KING,85295,AZ
1255 Sunrise Hwy,Copiague,US,us/ny/copiague/1255sunrisehwy/-791445730,40.692888,-73.396014,WENDYS,11726,NY
7200 Harrison Ave,Rockford,US,us/il/rockford/7200harrisonave/-891525969,42.24118,-88.974883,SUBWAY,61112,IL
1620 N Route 59,Naperville,US,us/il/naperville/1620nroute59/1305117222,41.797855,-88.2044389,STEAK N SHAKE,60563,IL
4836 Highway 129N,Jefferson,US,us/ga/jefferson/4836highway129n/1241037051,34.152555,-83.641789,BOJANGLES FAMOUS CHICKEN N BISCUITS,30549,GA
8475 Ocean Gtwy,Easton,US,us/md/easton/8475oceangtwy/1780593795,38.78184225,-76.05968701,SONIC DRIVE-IN,21601,MD
5212 Slide Rd,Lubbock,US,us/tx/lubbock/5212sliderd/-791445730,33.5462,-101.923,WENDYS,79414,TX
2500 N Highway 171,Lake Charles,US,us/la/lakecharles/2500nhighway171/-1161002137,30.26934006,-93.18018456,MCDONALDS,70611,LA
17 W 63rd St,Kansas City,US,us/mo/kansascity/17w63rdst/-1947870258,39.01383,-94.58861,JIMMY JOHNS,64113,MO
3131 7th St,Parkersburg,US,us/wv/parkersburg/31317thst/-1161002137,39.264435,-81.535416,MCDONALDS,26101,WV
4500 Twin City Hwy,Groves,US,us/tx/groves/4500twincityhwy/-1161002137,29.936671,-93.934543,MCDONALDS,77619,TX
12163 S Apopka Vineland Rd,Orlando,US,us/fl/orlando/12163sapopkavinelandrd/1305117222,28.3888,-81.5049,STEAK N SHAKE,32836,FL
19100 Kelly Rd,Detroit,US,us/mi/detroit/19100kellyrd/-791445730,42.43500059,-82.95316207,WENDYS,48224,MI
3010 W Coliseum Blvd,Fort Wayne,US,us/in/fortwayne/3010wcoliseumblvd/-1161002137,41.117607,-85.182146,MCDONALDS,46808,IN
2708 N Mall Dr,Virginia Beach,US,us/va/virginiabeach/2708nmalldr/-2061630068,36.82104,-76.06803,BURGER KING,23452,VA
11800 Wilmington Ave,Los Angeles,US,us/ca/losangeles/11800wilmingtonave/-1161002137,33.926014,-118.239029,MCDONALDS,90059,CA
1656 Savannah hey,Charleston,US,us/sc/charleston/1656savannahhey/-345832572,32.779857,-79.96855432,CHICK-FIL-A,29407,SC
3601 Yosemite Blvd,Modesto,US,"us/ca/modesto/3601yosemiteblvd/-864103396,us/ca/modesto/3601yosemiteblvd/-864103396",37.63862,-120.92804,TACO BELL,95357-0511,CA
400 1st St W,Milan,US,us/il/milan/4001ststw/-1161002137,41.44971,-90.56784,MCDONALDS,61264,IL
3923 E Thomas Rd,Phoenix,US,us/az/phoenix/3923ethomasrd/-1191797674,33.479862,-111.997756,PANDA EXPRESS,85018,AZ
1920 E Highland Ave,San Bernardino,US,us/ca/sanbernardino/1920ehighlandave/-2061630068,34.136186,-117.332113,BURGER KING,92404,CA
1951 Harbor Blvd,Costa Mesa,US,us/ca/costamesa/1951harborblvd/1576611864,33.6454,-117.919378,WIENERSCHNITZEL,92627,CA
8717 Spring Cypress Rd,Spring,US,us/tx/spring/8717springcypressrd/-1161002137,30.03503084,-95.55509627,MCDONALDS,77379,TX
100 E Kaliste Saloom Rd,Lafayette,US,us/la/lafayette/100ekalistesaloomrd/1876747914,30.18852,-92.01347,RAISING CANES CHICKEN FINGERS,70508,LA
3515 S Dale Mabry Hwy,Tampa,US,us/fl/tampa/3515sdalemabryhwy/-1161002137,27.91091214,-82.50653559,MCDONALDS,33629,FL
1935 E Osceola Pkwy,Kissimmee,US,us/fl/kissimmee/1935eosceolapkwy/89177860,28.345726,-81.36636,DUNKIN DONUTS,34743,FL
3940 Spring Dr,Reno,US,us/nv/reno/3940springdr/-1055723171,39.478134,-119.76296,DOMINOS PIZZA,89502,NV
150 Lobdell Hwy,Port Allen,US,us/la/portallen/150lobdellhwy/-1161002137,30.45001,-91.24503,MCDONALDS,70767,LA
11655 W Sample Rd,Pompano Beach,US,us/fl/pompanobeach/11655wsamplerd/-1161002137,26.2734,-80.2819,MCDONALDS,33065,FL
12790 NW 7th Ave,Miami,US,us/fl/miami/12790nw7thave/-2061630068,25.891614,-80.21105,BURGER KING,33168,FL
11336 S 96th St,Papillion,US,us/ne/papillion/11336s96thst/-66712705,41.14483,-96.06532,PIZZA HUT,68046,NE
640 10th St E,Palmetto,US,us/fl/palmetto/64010thste/-864103396,27.52223,-82.55695,TACO BELL,34221,FL
1033 N Colony Rd,Wallingford,US,us/ct/wallingford/1033ncolonyrd/1780593795,41.49352,-72.81014,SONIC DRIVE-IN,6492,CT
103 Village Rd NE,Leland,US,us/nc/leland/103villagerdne/-891525969,34.234442,-78.000568,SUBWAY,28451,NC
999 Nathan Dean Pkwy,Rockmart,US,us/ga/rockmart/999nathandeanpkwy/1241037051,34.011526,-85.045308,BOJANGLES FAMOUS CHICKEN N BISCUITS,30153,GA
6450 Richmond Rd,Williamsburg,US,us/va/williamsburg/6450richmondrd/696490760,37.341426,-76.75468,HARDEES,23188,VA
3115 Gordon Dr,Sioux City,US,us/ia/siouxcity/3115gordondr/-864103396,42.48966,-96.36667,TACO BELL,51105,IA
2801 Eldorado Pkwy,Frisco,US,us/tx/frisco/2801eldoradopkwy/1516016543,33.1778,-96.8861,LONG JOHN SILVERS,75034,TX
3971 Artesia Blvd,Torrance,US,us/ca/torrance/3971artesiablvd/554191587,33.87309241,-118.3434606,CARLS JR,90504,CA
8253 SW Wilsonville Rd,Wilsonville,US,us/or/wilsonville/8253swwilsonvillerd/-791445730,45.30327,-122.763431,WENDYS,97070,OR
1408 Veterans Pkwy,Columbus,US,us/ga/columbus/1408veteranspkwy/-864103396,32.47287,-84.987,TACO BELL,31901,GA
403 SW Frontage Rd,Winona,US,us/ms/winona/403swfrontagerd/-864103396,33.48503,-89.76587,TACO BELL,38967,MS
7751 W Sample Rd,Pompano Beach,US,us/fl/pompanobeach/7751wsamplerd/-1161002137,26.2726,-80.2293,MCDONALDS,33065,FL
8329 Skokie Blvd,Skokie,US,us/il/skokie/8329skokieblvd/-864103396,42.032416,-87.746789,TACO BELL,60076,IL
13330 Telegraph Rd,Santa Fe Springs,US,us/ca/santafesprings/13330telegraphrd/-1161002137,33.94129805,-118.0486572,MCDONALDS,90670,CA
25341 Michigan Ave,Dearborn,US,us/mi/dearborn/25341michiganave/-1161002137,42.29752,-83.28509,MCDONALDS,48124,MI
6205 Bardstown Rd,Louisville,US,us/ky/louisville/6205bardstownrd/-1721138121,38.155766,85.589928,DAIRY QUEEN,40291,KY
328 E Main St,Omro,US,us/wi/omro/328emainst/696490760,44.039148,-88.739973,HARDEES,54963,WI
1467 Gibson St,West Plains,US,us/mo/westplains/1467gibsonst/-791445730,36.7427,-91.8736,WENDYS,65775,MO
2655 S 3rd St,Philadelphia,US,us/pa/philadelphia/2655s3rdst/-1721138121,39.91538,-75.15287,DAIRY QUEEN,19148,PA
1511 Goff Blvd SW,Albuquerque,US,us/nm/albuquerque/1511goffblvdsw/-1055723171,35.05492,-106.67902,DOMINOS PIZZA,87105,NM
1035 S Pendleton St,Easley,US,us/sc/easley/1035spendletonst/-891525969,34.81442,-82.60183,SUBWAY,29642,SC
301 State Route 10,Ledgewood,US,us/nj/ledgewood/301stateroute10/-791445730,40.873974,-74.64875,WENDYS,7852,NJ
